year,Source,Sex,length_bin,n,proportion
2019,LL fishery,Male,69,75,0.1462
2020,LL fishery,Male,69,81,0.1585
2021,LL fishery,Male,69,18,0.0753
2022,LL fishery,Male,69,52,0.1316
2002,LL survey,Male,69,34,0.0988
2003,LL survey,Male,69,36,0.0914
2004,LL survey,Male,69,30,0.0877
2005,LL survey,Male,69,34,0.0929
2006,LL survey,Male,69,36,0.1139
2007,LL survey,Male,69,22,0.0669
2008,LL survey,Male,69,25,0.0926
2009,LL survey,Male,69,28,0.1107
2010,LL survey,Male,69,30,0.1053
2011,LL survey,Male,69,34,0.1093
2012,LL survey,Male,69,18,0.0564
2013,LL survey,Male,69,22,0.0786
2014,LL survey,Male,69,17,0.0618
2015,LL survey,Male,69,23,0.1144
2016,LL survey,Male,69,25,0.1055
2017,LL survey,Male,69,14,0.056
2018,LL survey,Male,69,27,0.1256
2019,LL survey,Male,69,11,0.0556
2020,LL survey,Male,69,10,0.0418
2021,LL survey,Male,69,7,0.0255
2022,LL survey,Male,69,5,0.0162
1997,LL survey,Male,69,42,0.1561
1998,LL survey,Male,69,28,0.183
1999,LL survey,Male,69,15,0.1042
2000,LL survey,Male,69,19,0.1092
2001,LL survey,Male,69,33,0.1264
2002,LL fishery,Sex combined,69,213,0.094
2003,LL fishery,Sex combined,69,196,0.1098
2004,LL fishery,Sex combined,69,270,0.1161
2005,LL fishery,Sex combined,69,201,0.1139
2006,LL fishery,Sex combined,69,191,0.1134
2007,LL fishery,Sex combined,69,193,0.1277
2008,LL fishery,Sex combined,69,172,0.1109
2009,LL fishery,Sex combined,69,167,0.1065
2010,LL fishery,Sex combined,69,172,0.1113
2011,LL fishery,Sex combined,69,183,0.1242
2012,LL fishery,Sex combined,69,170,0.1106
2013,LL fishery,Sex combined,69,133,0.0951
2014,LL fishery,Sex combined,69,144,0.1063
2015,LL fishery,Sex combined,69,145,0.1199
2016,LL fishery,Sex combined,69,142,0.0981
2017,LL fishery,Sex combined,69,127,0.0881
2018,LL fishery,Sex combined,69,121,0.0917
2019,LL fishery,Sex combined,69,134,0.0999
2020,LL fishery,Sex combined,69,144,0.1112
2021,LL fishery,Sex combined,69,53,0.0719
2022,LL fishery,Sex combined,69,139,0.0944
2002,LL survey,Sex combined,69,51,0.0799
2003,LL survey,Sex combined,69,83,0.1064
2004,LL survey,Sex combined,69,81,0.1099
2005,LL survey,Sex combined,69,93,0.1071
2006,LL survey,Sex combined,69,103,0.1407
2007,LL survey,Sex combined,69,69,0.0936
2008,LL survey,Sex combined,69,68,0.1122
2009,LL survey,Sex combined,69,65,0.1052
2010,LL survey,Sex combined,69,65,0.1074
2011,LL survey,Sex combined,69,78,0.1154
2012,LL survey,Sex combined,69,53,0.0732
2013,LL survey,Sex combined,69,48,0.0897
2014,LL survey,Sex combined,69,45,0.0804
2015,LL survey,Sex combined,69,43,0.0876
2016,LL survey,Sex combined,69,57,0.1033
2017,LL survey,Sex combined,69,35,0.0586
2018,LL survey,Sex combined,69,49,0.0872
2019,LL survey,Sex combined,69,19,0.0407
2020,LL survey,Sex combined,69,24,0.0391
2021,LL survey,Sex combined,69,28,0.0435
2022,LL survey,Sex combined,69,27,0.0417
1997,LL survey,Sex combined,69,63,0.1207
1998,LL survey,Sex combined,69,46,0.1318
1999,LL survey,Sex combined,69,21,0.0769
2000,LL survey,Sex combined,69,35,0.0921
2001,LL survey,Sex combined,69,43,0.0973
2002,LL fishery,Female,71,112,0.0898
2003,LL fishery,Female,71,130,0.1272
2004,LL fishery,Female,71,191,0.1224
2005,LL fishery,Female,71,137,0.1088
2006,LL fishery,Female,71,151,0.1405
2007,LL fishery,Female,71,130,0.1305
2008,LL fishery,Female,71,137,0.1335
2009,LL fishery,Female,71,151,0.1442
2010,LL fishery,Female,71,137,0.1377
2011,LL fishery,Female,71,127,0.1374
2012,LL fishery,Female,71,122,0.1309
2013,LL fishery,Female,71,84,0.1172
2014,LL fishery,Female,71,79,0.1005
2015,LL fishery,Female,71,61,0.0805
2016,LL fishery,Female,71,82,0.0882
2017,LL fishery,Female,71,72,0.0857
2018,LL fishery,Female,71,72,0.0885
2019,LL fishery,Female,71,78,0.0942
2020,LL fishery,Female,71,53,0.0676
2021,LL fishery,Female,71,33,0.0663
2022,LL fishery,Female,71,90,0.0836
2002,LL survey,Female,71,16,0.0544
2003,LL survey,Female,71,34,0.0881
2004,LL survey,Female,71,45,0.1139
2005,LL survey,Female,71,76,0.1514
2006,LL survey,Female,71,75,0.1803
2007,LL survey,Female,71,55,0.1348
2008,LL survey,Female,71,39,0.1161
2009,LL survey,Female,71,65,0.1781
2010,LL survey,Female,71,33,0.1031
2011,LL survey,Female,71,32,0.0877
2012,LL survey,Female,71,49,0.121
2013,LL survey,Female,71,23,0.0902
2014,LL survey,Female,71,22,0.0772
2015,LL survey,Female,71,35,0.1207
2016,LL survey,Female,71,24,0.0762
2017,LL survey,Female,71,18,0.0519
2018,LL survey,Female,71,31,0.0893
2019,LL survey,Female,71,17,0.0632
2020,LL survey,Female,71,19,0.0507
2021,LL survey,Female,71,13,0.0352
2022,LL survey,Female,71,12,0.0354
1997,LL survey,Female,71,20,0.0791
1998,LL survey,Female,71,20,0.102
1999,LL survey,Female,71,7,0.0543
2000,LL survey,Female,71,13,0.0631
2001,LL survey,Female,71,10,0.0552
2002,LL fishery,Male,71,92,0.0902
2003,LL fishery,Male,71,47,0.0616
2004,LL fishery,Male,71,47,0.0615
2005,LL fishery,Male,71,41,0.081
2006,LL fishery,Male,71,32,0.0525
2007,LL fishery,Male,71,44,0.0854
2008,LL fishery,Male,71,46,0.0876
2009,LL fishery,Male,71,50,0.096
2010,LL fishery,Male,71,56,0.1018
2011,LL fishery,Male,71,40,0.0727
2012,LL fishery,Male,71,61,0.1008
2013,LL fishery,Male,71,46,0.0674
2014,LL fishery,Male,71,53,0.0931
2015,LL fishery,Male,71,52,0.1153
2016,LL fishery,Male,71,59,0.1139
2017,LL fishery,Male,71,58,0.0963
2018,LL fishery,Male,71,52,0.1028
2019,LL fishery,Male,71,66,0.1287
2020,LL fishery,Male,71,35,0.0685
2021,LL fishery,Male,71,19,0.0795
2022,LL fishery,Male,71,35,0.0886
2002,LL survey,Male,71,22,0.064
2003,LL survey,Male,71,30,0.0761
2004,LL survey,Male,71,10,0.0292
2005,LL survey,Male,71,25,0.0683
2006,LL survey,Male,71,12,0.038
2007,LL survey,Male,71,21,0.0638
2008,LL survey,Male,71,18,0.0667
2009,LL survey,Male,71,23,0.0909
2010,LL survey,Male,71,21,0.0737
2011,LL survey,Male,71,25,0.0804
2012,LL survey,Male,71,26,0.0815
2013,LL survey,Male,71,11,0.0393
2014,LL survey,Male,71,21,0.0764
2015,LL survey,Male,71,14,0.0697
2016,LL survey,Male,71,14,0.0591
2017,LL survey,Male,71,11,0.044
2018,LL survey,Male,71,10,0.0465
2019,LL survey,Male,71,8,0.0404
2020,LL survey,Male,71,4,0.0167
2021,LL survey,Male,71,1,0.0036
2022,LL survey,Male,71,4,0.0129
1997,LL survey,Male,71,22,0.0818
1998,LL survey,Male,71,10,0.0654
1999,LL survey,Male,71,8,0.0556
2000,LL survey,Male,71,13,0.0747
2001,LL survey,Male,71,20,0.0766
2002,LL fishery,Sex combined,71,204,0.09
2003,LL fishery,Sex combined,71,177,0.0992
2004,LL fishery,Sex combined,71,238,0.1024
2005,LL fishery,Sex combined,71,178,0.1008
2006,LL fishery,Sex combined,71,183,0.1087
2007,LL fishery,Sex combined,71,174,0.1152
2008,LL fishery,Sex combined,71,183,0.118
2009,LL fishery,Sex combined,71,201,0.1282
2010,LL fishery,Sex combined,71,193,0.1249
2011,LL fishery,Sex combined,71,167,0.1133
2012,LL fishery,Sex combined,71,183,0.1191
2013,LL fishery,Sex combined,71,130,0.0929
2014,LL fishery,Sex combined,71,132,0.0974
2015,LL fishery,Sex combined,71,113,0.0935
2016,LL fishery,Sex combined,71,141,0.0974
2017,LL fishery,Sex combined,71,130,0.0902
2018,LL fishery,Sex combined,71,124,0.0939
2019,LL fishery,Sex combined,71,144,0.1074
2020,LL fishery,Sex combined,71,88,0.068
2021,LL fishery,Sex combined,71,52,0.0706
2022,LL fishery,Sex combined,71,125,0.0849
2002,LL survey,Sex combined,71,38,0.0596
2003,LL survey,Sex combined,71,64,0.0821
2004,LL survey,Sex combined,71,55,0.0746
2005,LL survey,Sex combined,71,101,0.1164
2006,LL survey,Sex combined,71,87,0.1189
2007,LL survey,Sex combined,71,76,0.1031
2008,LL survey,Sex combined,71,57,0.0941
2009,LL survey,Sex combined,71,88,0.1424
2010,LL survey,Sex combined,71,54,0.0893
2011,LL survey,Sex combined,71,57,0.0843
2012,LL survey,Sex combined,71,75,0.1036
2013,LL survey,Sex combined,71,34,0.0636
2014,LL survey,Sex combined,71,43,0.0768
2015,LL survey,Sex combined,71,49,0.0998
2016,LL survey,Sex combined,71,38,0.0688
2017,LL survey,Sex combined,71,29,0.0486
2018,LL survey,Sex combined,71,41,0.073
2019,LL survey,Sex combined,71,25,0.0535
2020,LL survey,Sex combined,71,23,0.0375
2021,LL survey,Sex combined,71,14,0.0217
2022,LL survey,Sex combined,71,16,0.0247
1997,LL survey,Sex combined,71,42,0.0805
1998,LL survey,Sex combined,71,30,0.086
1999,LL survey,Sex combined,71,15,0.0549
2000,LL survey,Sex combined,71,26,0.0684
2001,LL survey,Sex combined,71,30,0.0679
2002,LL fishery,Female,73,91,0.073
2003,LL fishery,Female,73,86,0.0841
2004,LL fishery,Female,73,128,0.082
2005,LL fishery,Female,73,124,0.0985
2006,LL fishery,Female,73,139,0.1293
2007,LL fishery,Female,73,112,0.1124
2008,LL fishery,Female,73,129,0.1257
2009,LL fishery,Female,73,130,0.1242
2010,LL fishery,Female,73,119,0.1196
2011,LL fishery,Female,73,121,0.131
2012,LL fishery,Female,73,111,0.1191
2013,LL fishery,Female,73,72,0.1004
2014,LL fishery,Female,73,91,0.1158
2015,LL fishery,Female,73,72,0.095
2016,LL fishery,Female,73,87,0.0935
2017,LL fishery,Female,73,51,0.0607
2018,LL fishery,Female,73,50,0.0614
2019,LL fishery,Female,73,81,0.0978
2020,LL fishery,Female,73,40,0.051
2021,LL fishery,Female,73,33,0.0663
2022,LL fishery,Female,73,75,0.0696
2002,LL survey,Female,73,25,0.085
2003,LL survey,Female,73,17,0.044
2004,LL survey,Female,73,27,0.0684
2005,LL survey,Female,73,48,0.0956
2006,LL survey,Female,73,52,0.125
2007,LL survey,Female,73,43,0.1054
2008,LL survey,Female,73,36,0.1071
2009,LL survey,Female,73,37,0.1014
2010,LL survey,Female,73,44,0.1375
2011,LL survey,Female,73,48,0.1315
2012,LL survey,Female,73,38,0.0938
2013,LL survey,Female,73,20,0.0784
2014,LL survey,Female,73,25,0.0877
2015,LL survey,Female,73,24,0.0828
2016,LL survey,Female,73,24,0.0762
2017,LL survey,Female,73,24,0.0692
2018,LL survey,Female,73,17,0.049
2019,LL survey,Female,73,11,0.0409
2020,LL survey,Female,73,13,0.0347
2021,LL survey,Female,73,11,0.0298
2022,LL survey,Female,73,12,0.0354
1997,LL survey,Female,73,35,0.1383
1998,LL survey,Female,73,17,0.0867
1999,LL survey,Female,73,6,0.0465
2000,LL survey,Female,73,11,0.0534
2001,LL survey,Female,73,8,0.0442
2002,LL fishery,Male,73,50,0.049
2003,LL fishery,Male,73,27,0.0354
2004,LL fishery,Male,73,27,0.0353
2005,LL fishery,Male,73,25,0.0494
2006,LL fishery,Male,73,38,0.0624
2007,LL fishery,Male,73,20,0.0388
2008,LL fishery,Male,73,23,0.0438
2009,LL fishery,Male,73,23,0.0441
2010,LL fishery,Male,73,28,0.0509
2011,LL fishery,Male,73,24,0.0436
2012,LL fishery,Male,73,22,0.0364
2013,LL fishery,Male,73,23,0.0337
2014,LL fishery,Male,73,34,0.0598
2015,LL fishery,Male,73,29,0.0643
2016,LL fishery,Male,73,26,0.0502
2017,LL fishery,Male,73,34,0.0565
2018,LL fishery,Male,73,35,0.0692
2019,LL fishery,Male,73,33,0.0643
2020,LL fishery,Male,73,22,0.0431
2021,LL fishery,Male,73,10,0.0418
2022,LL fishery,Male,73,16,0.0405
2002,LL survey,Male,73,13,0.0378
2003,LL survey,Male,73,9,0.0228
2004,LL survey,Male,73,8,0.0234
2005,LL survey,Male,73,5,0.0137
2006,LL survey,Male,73,5,0.0158
2007,LL survey,Male,73,5,0.0152
2008,LL survey,Male,73,9,0.0333
2009,LL survey,Male,73,12,0.0474
2010,LL survey,Male,73,14,0.0491
2011,LL survey,Male,73,12,0.0386
2012,LL survey,Male,73,8,0.0251
2013,LL survey,Male,73,8,0.0286
2014,LL survey,Male,73,9,0.0327
2015,LL survey,Male,73,9,0.0448
2016,LL survey,Male,73,11,0.0464
2017,LL survey,Male,73,5,0.02
2018,LL survey,Male,73,6,0.0279
2019,LL survey,Male,73,7,0.0354
2020,LL survey,Male,73,4,0.0167
2021,LL survey,Male,73,0,0
2022,LL survey,Male,73,2,0.0065
1997,LL survey,Male,73,16,0.0595
1998,LL survey,Male,73,9,0.0588
1999,LL survey,Male,73,4,0.0278
2000,LL survey,Male,73,6,0.0345
2001,LL survey,Male,73,14,0.0536
2002,LL fishery,Sex combined,73,141,0.0622
2003,LL fishery,Sex combined,73,113,0.0633
2004,LL fishery,Sex combined,73,155,0.0667
2005,LL fishery,Sex combined,73,149,0.0844
2006,LL fishery,Sex combined,73,177,0.1051
2007,LL fishery,Sex combined,73,132,0.0874
2008,LL fishery,Sex combined,73,152,0.098
2009,LL fishery,Sex combined,73,153,0.0976
2010,LL fishery,Sex combined,73,147,0.0951
2011,LL fishery,Sex combined,73,145,0.0984
2012,LL fishery,Sex combined,73,133,0.0865
2013,LL fishery,Sex combined,73,95,0.0679
2014,LL fishery,Sex combined,73,125,0.0923
2015,LL fishery,Sex combined,73,101,0.0835
2016,LL fishery,Sex combined,73,113,0.078
2017,LL fishery,Sex combined,73,85,0.0589
2018,LL fishery,Sex combined,73,85,0.0644
2019,LL fishery,Sex combined,73,114,0.085
2020,LL fishery,Sex combined,73,62,0.0479
2021,LL fishery,Sex combined,73,43,0.0583
2022,LL fishery,Sex combined,73,91,0.0618
2002,LL survey,Sex combined,73,38,0.0596
2003,LL survey,Sex combined,73,26,0.0333
2004,LL survey,Sex combined,73,35,0.0475
2005,LL survey,Sex combined,73,53,0.0611
2006,LL survey,Sex combined,73,57,0.0779
2007,LL survey,Sex combined,73,48,0.0651
2008,LL survey,Sex combined,73,45,0.0743
2009,LL survey,Sex combined,73,49,0.0793
2010,LL survey,Sex combined,73,58,0.0959
2011,LL survey,Sex combined,73,60,0.0888
2012,LL survey,Sex combined,73,46,0.0635
2013,LL survey,Sex combined,73,28,0.0523
2014,LL survey,Sex combined,73,34,0.0607
2015,LL survey,Sex combined,73,33,0.0672
2016,LL survey,Sex combined,73,35,0.0634
2017,LL survey,Sex combined,73,29,0.0486
2018,LL survey,Sex combined,73,23,0.0409
2019,LL survey,Sex combined,73,18,0.0385
2020,LL survey,Sex combined,73,17,0.0277
2021,LL survey,Sex combined,73,11,0.0171
2022,LL survey,Sex combined,73,14,0.0216
1997,LL survey,Sex combined,73,51,0.0977
1998,LL survey,Sex combined,73,26,0.0745
1999,LL survey,Sex combined,73,10,0.0366
2000,LL survey,Sex combined,73,17,0.0447
2001,LL survey,Sex combined,73,22,0.0498
2002,LL fishery,Female,75,87,0.0698
2003,LL fishery,Female,75,70,0.0685
2004,LL fishery,Female,75,108,0.0692
2005,LL fishery,Female,75,87,0.0691
2006,LL fishery,Female,75,106,0.0986
2007,LL fishery,Female,75,100,0.1004
2008,LL fishery,Female,75,118,0.115
2009,LL fishery,Female,75,124,0.1184
2010,LL fishery,Female,75,109,0.1095
2011,LL fishery,Female,75,95,0.1028
2012,LL fishery,Female,75,102,0.1094
2013,LL fishery,Female,75,62,0.0865
2014,LL fishery,Female,75,79,0.1005
2015,LL fishery,Female,75,69,0.091
2016,LL fishery,Female,75,77,0.0828
2017,LL fishery,Female,75,55,0.0655
2018,LL fishery,Female,75,64,0.0786
2019,LL fishery,Female,75,68,0.0821
2020,LL fishery,Female,75,38,0.0485
2021,LL fishery,Female,75,29,0.0582
2022,LL fishery,Female,75,51,0.0474
2002,LL survey,Female,75,15,0.051
2003,LL survey,Female,75,16,0.0415
2004,LL survey,Female,75,16,0.0405
2005,LL survey,Female,75,18,0.0359
2006,LL survey,Female,75,31,0.0745
2007,LL survey,Female,75,40,0.098
2008,LL survey,Female,75,33,0.0982
2009,LL survey,Female,75,39,0.1068
2010,LL survey,Female,75,40,0.125
2011,LL survey,Female,75,32,0.0877
2012,LL survey,Female,75,39,0.0963
2013,LL survey,Female,75,15,0.0588
2014,LL survey,Female,75,19,0.0667
2015,LL survey,Female,75,30,0.1034
2016,LL survey,Female,75,14,0.0444
2017,LL survey,Female,75,14,0.0403
2018,LL survey,Female,75,16,0.0461
2019,LL survey,Female,75,16,0.0595
2020,LL survey,Female,75,11,0.0293
2021,LL survey,Female,75,2,0.0054
2022,LL survey,Female,75,9,0.0265
1997,LL survey,Female,75,20,0.0791
1998,LL survey,Female,75,21,0.1071
1999,LL survey,Female,75,7,0.0543
2000,LL survey,Female,75,10,0.0485
2001,LL survey,Female,75,18,0.0994
2002,LL fishery,Male,75,21,0.0206
2003,LL fishery,Male,75,28,0.0367
2004,LL fishery,Male,75,25,0.0327
2005,LL fishery,Male,75,11,0.0217
2006,LL fishery,Male,75,15,0.0246
2007,LL fishery,Male,75,19,0.0369
2008,LL fishery,Male,75,10,0.019
2009,LL fishery,Male,75,21,0.0403
2010,LL fishery,Male,75,22,0.04
2011,LL fishery,Male,75,22,0.04
2012,LL fishery,Male,75,18,0.0298
2013,LL fishery,Male,75,19,0.0279
2014,LL fishery,Male,75,20,0.0351
2015,LL fishery,Male,75,12,0.0266
2016,LL fishery,Male,75,15,0.029
2017,LL fishery,Male,75,17,0.0282
2018,LL fishery,Male,75,19,0.0375
2019,LL fishery,Male,75,12,0.0234
2020,LL fishery,Male,75,12,0.0235
2021,LL fishery,Male,75,8,0.0335
2022,LL fishery,Male,75,12,0.0304
2002,LL survey,Male,75,11,0.032
2003,LL survey,Male,75,4,0.0102
2004,LL survey,Male,75,8,0.0234
2005,LL survey,Male,75,5,0.0137
2006,LL survey,Male,75,5,0.0158
2007,LL survey,Male,75,4,0.0122
2008,LL survey,Male,75,6,0.0222
2009,LL survey,Male,75,6,0.0237
2010,LL survey,Male,75,7,0.0246
2011,LL survey,Male,75,0,0
2012,LL survey,Male,75,4,0.0125
2013,LL survey,Male,75,4,0.0143
2014,LL survey,Male,75,3,0.0109
2015,LL survey,Male,75,1,0.005
2016,LL survey,Male,75,1,0.0042
2017,LL survey,Male,75,1,0.004
2018,LL survey,Male,75,2,0.0093
2019,LL survey,Male,75,0,0
2020,LL survey,Male,75,3,0.0126
2021,LL survey,Male,75,1,0.0036
2022,LL survey,Male,75,1,0.0032
1997,LL survey,Male,75,10,0.0372
1998,LL survey,Male,75,5,0.0327
1999,LL survey,Male,75,1,0.0069
2000,LL survey,Male,75,5,0.0287
2001,LL survey,Male,75,7,0.0268
2002,LL fishery,Sex combined,75,108,0.0476
2003,LL fishery,Sex combined,75,98,0.0549
2004,LL fishery,Sex combined,75,133,0.0572
2005,LL fishery,Sex combined,75,98,0.0555
2006,LL fishery,Sex combined,75,121,0.0719
2007,LL fishery,Sex combined,75,119,0.0788
2008,LL fishery,Sex combined,75,128,0.0825
2009,LL fishery,Sex combined,75,145,0.0925
2010,LL fishery,Sex combined,75,131,0.0848
2011,LL fishery,Sex combined,75,117,0.0794
2012,LL fishery,Sex combined,75,120,0.0781
2013,LL fishery,Sex combined,75,81,0.0579
2014,LL fishery,Sex combined,75,99,0.0731
2015,LL fishery,Sex combined,75,81,0.067
2016,LL fishery,Sex combined,75,92,0.0635
2017,LL fishery,Sex combined,75,72,0.0499
2018,LL fishery,Sex combined,75,83,0.0629
2019,LL fishery,Sex combined,75,80,0.0597
2020,LL fishery,Sex combined,75,50,0.0386
2021,LL fishery,Sex combined,75,37,0.0502
2022,LL fishery,Sex combined,75,63,0.0428
2002,LL survey,Sex combined,75,26,0.0408
2003,LL survey,Sex combined,75,20,0.0256
2004,LL survey,Sex combined,75,24,0.0326
2005,LL survey,Sex combined,75,23,0.0265
2006,LL survey,Sex combined,75,36,0.0492
2007,LL survey,Sex combined,75,44,0.0597
2008,LL survey,Sex combined,75,39,0.0644
2009,LL survey,Sex combined,75,45,0.0728
2010,LL survey,Sex combined,75,47,0.0777
2011,LL survey,Sex combined,75,32,0.0473
2012,LL survey,Sex combined,75,43,0.0594
2013,LL survey,Sex combined,75,19,0.0355
2014,LL survey,Sex combined,75,22,0.0393
2015,LL survey,Sex combined,75,31,0.0631
2016,LL survey,Sex combined,75,15,0.0272
2017,LL survey,Sex combined,75,15,0.0251
2018,LL survey,Sex combined,75,18,0.032
2019,LL survey,Sex combined,75,16,0.0343
2020,LL survey,Sex combined,75,14,0.0228
2021,LL survey,Sex combined,75,3,0.0047
2022,LL survey,Sex combined,75,10,0.0154
1997,LL survey,Sex combined,75,30,0.0575
1998,LL survey,Sex combined,75,26,0.0745
1999,LL survey,Sex combined,75,8,0.0293
2000,LL survey,Sex combined,75,15,0.0395
2001,LL survey,Sex combined,75,25,0.0566
2002,LL fishery,Female,77,70,0.0561
2003,LL fishery,Female,77,68,0.0665
2004,LL fishery,Female,77,55,0.0352
2005,LL fishery,Female,77,78,0.062
2006,LL fishery,Female,77,85,0.0791
2007,LL fishery,Female,77,86,0.0863
2008,LL fishery,Female,77,71,0.0692
2009,LL fishery,Female,77,95,0.0907
2010,LL fishery,Female,77,85,0.0854
2011,LL fishery,Female,77,72,0.0779
2012,LL fishery,Female,77,86,0.0923
2013,LL fishery,Female,77,61,0.0851
2014,LL fishery,Female,77,66,0.084
2015,LL fishery,Female,77,49,0.0646
2016,LL fishery,Female,77,67,0.072
2017,LL fishery,Female,77,64,0.0762
2018,LL fishery,Female,77,71,0.0872
2019,LL fishery,Female,77,64,0.0773
2020,LL fishery,Female,77,39,0.0497
2021,LL fishery,Female,77,19,0.0382
2022,LL fishery,Female,77,41,0.0381
2002,LL survey,Female,77,13,0.0442
2003,LL survey,Female,77,17,0.044
2004,LL survey,Female,77,15,0.038
2005,LL survey,Female,77,18,0.0359
2006,LL survey,Female,77,18,0.0433
2007,LL survey,Female,77,19,0.0466
2008,LL survey,Female,77,18,0.0536
2009,LL survey,Female,77,18,0.0493
2010,LL survey,Female,77,24,0.075
2011,LL survey,Female,77,18,0.0493
2012,LL survey,Female,77,16,0.0395
2013,LL survey,Female,77,13,0.051
2014,LL survey,Female,77,21,0.0737
2015,LL survey,Female,77,21,0.0724
2016,LL survey,Female,77,21,0.0667
2017,LL survey,Female,77,17,0.049
2018,LL survey,Female,77,17,0.049
2019,LL survey,Female,77,11,0.0409
2020,LL survey,Female,77,13,0.0347
2021,LL survey,Female,77,4,0.0108
2022,LL survey,Female,77,5,0.0147
1997,LL survey,Female,77,22,0.087
1998,LL survey,Female,77,12,0.0612
1999,LL survey,Female,77,5,0.0388
2000,LL survey,Female,77,8,0.0388
2001,LL survey,Female,77,12,0.0663
2002,LL fishery,Male,77,22,0.0216
2003,LL fishery,Male,77,17,0.0223
2004,LL fishery,Male,77,7,0.0092
2005,LL fishery,Male,77,12,0.0237
2006,LL fishery,Male,77,12,0.0197
2007,LL fishery,Male,77,7,0.0136
2008,LL fishery,Male,77,5,0.0095
2009,LL fishery,Male,77,12,0.023
2010,LL fishery,Male,77,6,0.0109
2011,LL fishery,Male,77,10,0.0182
2012,LL fishery,Male,77,8,0.0132
2013,LL fishery,Male,77,9,0.0132
2014,LL fishery,Male,77,9,0.0158
2015,LL fishery,Male,77,10,0.0222
2016,LL fishery,Male,77,9,0.0174
2017,LL fishery,Male,77,13,0.0216
2018,LL fishery,Male,77,6,0.0119
2019,LL fishery,Male,77,4,0.0078
2020,LL fishery,Male,77,5,0.0098
2021,LL fishery,Male,77,7,0.0293
2022,LL fishery,Male,77,4,0.0101
2002,LL survey,Male,77,4,0.0116
2003,LL survey,Male,77,4,0.0102
2004,LL survey,Male,77,2,0.0058
2005,LL survey,Male,77,3,0.0082
2006,LL survey,Male,77,3,0.0095
2007,LL survey,Male,77,1,0.003
2008,LL survey,Male,77,1,0.0037
2009,LL survey,Male,77,3,0.0119
2010,LL survey,Male,77,2,0.007
2011,LL survey,Male,77,3,0.0096
2012,LL survey,Male,77,3,0.0094
2013,LL survey,Male,77,2,0.0071
2014,LL survey,Male,77,4,0.0145
2015,LL survey,Male,77,1,0.005
2016,LL survey,Male,77,4,0.0169
2017,LL survey,Male,77,0,0
2018,LL survey,Male,77,1,0.0047
2019,LL survey,Male,77,0,0
2020,LL survey,Male,77,0,0
2021,LL survey,Male,77,0,0
2022,LL survey,Male,77,4,0.0129
1997,LL survey,Male,77,6,0.0223
1998,LL survey,Male,77,1,0.0065
1999,LL survey,Male,77,2,0.0139
2000,LL survey,Male,77,1,0.0057
2001,LL survey,Male,77,3,0.0115
2002,LL fishery,Sex combined,77,92,0.0406
2003,LL fishery,Sex combined,77,85,0.0476
2004,LL fishery,Sex combined,77,62,0.0267
2005,LL fishery,Sex combined,77,90,0.051
2006,LL fishery,Sex combined,77,97,0.0576
2007,LL fishery,Sex combined,77,93,0.0615
2008,LL fishery,Sex combined,77,76,0.049
2009,LL fishery,Sex combined,77,107,0.0682
2010,LL fishery,Sex combined,77,91,0.0589
2011,LL fishery,Sex combined,77,82,0.0556
2012,LL fishery,Sex combined,77,94,0.0612
2013,LL fishery,Sex combined,77,70,0.05
2014,LL fishery,Sex combined,77,75,0.0554
2015,LL fishery,Sex combined,77,59,0.0488
2016,LL fishery,Sex combined,77,76,0.0525
2017,LL fishery,Sex combined,77,77,0.0534
2018,LL fishery,Sex combined,77,77,0.0583
2019,LL fishery,Sex combined,77,68,0.0507
2020,LL fishery,Sex combined,77,44,0.034
2021,LL fishery,Sex combined,77,26,0.0353
2022,LL fishery,Sex combined,77,45,0.0306
2002,LL survey,Sex combined,77,17,0.0266
2003,LL survey,Sex combined,77,21,0.0269
2004,LL survey,Sex combined,77,17,0.0231
2005,LL survey,Sex combined,77,21,0.0242
2006,LL survey,Sex combined,77,21,0.0287
2007,LL survey,Sex combined,77,20,0.0271
2008,LL survey,Sex combined,77,19,0.0314
2009,LL survey,Sex combined,77,21,0.034
2010,LL survey,Sex combined,77,26,0.043
2011,LL survey,Sex combined,77,21,0.0311
2012,LL survey,Sex combined,77,19,0.0262
2013,LL survey,Sex combined,77,15,0.028
2014,LL survey,Sex combined,77,25,0.0446
2015,LL survey,Sex combined,77,22,0.0448
2016,LL survey,Sex combined,77,25,0.0453
2017,LL survey,Sex combined,77,17,0.0285
2018,LL survey,Sex combined,77,18,0.032
2019,LL survey,Sex combined,77,11,0.0236
2020,LL survey,Sex combined,77,13,0.0212
2021,LL survey,Sex combined,77,4,0.0062
2022,LL survey,Sex combined,77,9,0.0139
1997,LL survey,Sex combined,77,28,0.0536
1998,LL survey,Sex combined,77,13,0.0372
1999,LL survey,Sex combined,77,7,0.0256
2000,LL survey,Sex combined,77,9,0.0237
2001,LL survey,Sex combined,77,15,0.0339
2002,LL fishery,Female,79,67,0.0537
2003,LL fishery,Female,79,39,0.0382
2004,LL fishery,Female,79,48,0.0307
2005,LL fishery,Female,79,65,0.0516
2006,LL fishery,Female,79,47,0.0437
2007,LL fishery,Female,79,59,0.0592
2008,LL fishery,Female,79,65,0.0634
2009,LL fishery,Female,79,79,0.0755
2010,LL fishery,Female,79,84,0.0844
2011,LL fishery,Female,79,53,0.0574
2012,LL fishery,Female,79,78,0.0837
2013,LL fishery,Female,79,40,0.0558
