year,Source,Sex,age,n,proportion,Age
2019,LL survey,Sex combined,15,8,0.01713,15
2020,LL survey,Sex combined,15,5,0.00812,15
1997,LL survey,Sex combined,15,12,0.02256,15
1998,LL survey,Sex combined,15,12,0.0339,15
1999,LL survey,Sex combined,15,4,0.01258,15
2000,LL survey,Sex combined,15,4,0.0099,15
2001,LL survey,Sex combined,15,15,0.03371,15
2002,LL fishery,Female,16,17,0.01342,16
2003,LL fishery,Female,16,15,0.01458,16
2004,LL fishery,Female,16,20,0.01295,16
2005,LL fishery,Female,16,18,0.01443,16
2006,LL fishery,Female,16,16,0.01487,16
2007,LL fishery,Female,16,13,0.01318,16
2008,LL fishery,Female,16,21,0.02069,16
2009,LL fishery,Female,16,49,0.04685,16
2010,LL fishery,Female,16,42,0.04286,16
2011,LL fishery,Female,16,61,0.06638,16
2012,LL fishery,Female,16,51,0.05519,16
2013,LL fishery,Female,16,37,0.0564,16
2014,LL fishery,Female,16,55,0.07079,16
2015,LL fishery,Female,16,38,0.05046,16
2016,LL fishery,Female,16,35,0.03788,16
2017,LL fishery,Female,16,29,0.03494,16
2018,LL fishery,Female,16,19,0.02337,16
2019,LL fishery,Female,16,29,0.03602,16
2020,LL fishery,Female,16,13,0.01658,16
2002,LL survey,Female,16,4,0.01329,16
2003,LL survey,Female,16,5,0.01289,16
2004,LL survey,Female,16,5,0.01266,16
2005,LL survey,Female,16,4,0.00789,16
2006,LL survey,Female,16,11,0.02638,16
2007,LL survey,Female,16,4,0.00917,16
2008,LL survey,Female,16,8,0.02353,16
2009,LL survey,Female,16,11,0.03005,16
2010,LL survey,Female,16,22,0.06875,16
2011,LL survey,Female,16,19,0.05205,16
2012,LL survey,Female,16,12,0.02948,16
2013,LL survey,Female,16,15,0.05859,16
2014,LL survey,Female,16,15,0.05245,16
2015,LL survey,Female,16,9,0.03072,16
2016,LL survey,Female,16,8,0.02516,16
2017,LL survey,Female,16,4,0.01153,16
2018,LL survey,Female,16,12,0.03458,16
2019,LL survey,Female,16,0,0,16
2020,LL survey,Female,16,6,0.01592,16
1997,LL survey,Female,16,6,0.0229,16
1998,LL survey,Female,16,2,0.01015,16
1999,LL survey,Female,16,3,0.02013,16
2000,LL survey,Female,16,4,0.01878,16
2001,LL survey,Female,16,4,0.0221,16
2002,LL fishery,Male,16,15,0.01459,16
2003,LL fishery,Male,16,16,0.02083,16
2004,LL fishery,Male,16,9,0.01167,16
2005,LL fishery,Male,16,6,0.01193,16
2006,LL fishery,Male,16,11,0.01818,16
2007,LL fishery,Male,16,6,0.01176,16
2008,LL fishery,Male,16,9,0.01741,16
2009,LL fishery,Male,16,25,0.04864,16
2010,LL fishery,Male,16,18,0.03285,16
2011,LL fishery,Male,16,36,0.06581,16
2012,LL fishery,Male,16,23,0.03833,16
2013,LL fishery,Male,16,33,0.05046,16
2014,LL fishery,Male,16,23,0.041,16
2015,LL fishery,Male,16,14,0.03097,16
2016,LL fishery,Male,16,21,0.04183,16
2017,LL fishery,Male,16,21,0.03559,16
2018,LL fishery,Male,16,19,0.03777,16
2019,LL fishery,Male,16,25,0.05081,16
2020,LL fishery,Male,16,10,0.01957,16
2002,LL survey,Male,16,6,0.01695,16
2003,LL survey,Male,16,11,0.02778,16
2004,LL survey,Male,16,3,0.0087,16
2005,LL survey,Male,16,5,0.01359,16
2006,LL survey,Male,16,12,0.03762,16
2007,LL survey,Male,16,7,0.02065,16
2008,LL survey,Male,16,7,0.02564,16
2009,LL survey,Male,16,9,0.03557,16
2010,LL survey,Male,16,18,0.06316,16
2011,LL survey,Male,16,9,0.02894,16
2012,LL survey,Male,16,11,0.03448,16
2013,LL survey,Male,16,16,0.05714,16
2014,LL survey,Male,16,15,0.05455,16
2015,LL survey,Male,16,6,0.02985,16
2016,LL survey,Male,16,6,0.02532,16
2017,LL survey,Male,16,12,0.048,16
2018,LL survey,Male,16,6,0.02791,16
2019,LL survey,Male,16,2,0.0101,16
2020,LL survey,Male,16,6,0.0251,16
1997,LL survey,Male,16,8,0.02963,16
1998,LL survey,Male,16,4,0.02548,16
1999,LL survey,Male,16,5,0.02959,16
2000,LL survey,Male,16,3,0.01571,16
2001,LL survey,Male,16,15,0.05682,16
2002,LL fishery,Sex combined,16,32,0.01394,16
2003,LL fishery,Sex combined,16,31,0.01725,16
2004,LL fishery,Sex combined,16,29,0.01253,16
2005,LL fishery,Sex combined,16,24,0.01371,16
2006,LL fishery,Sex combined,16,27,0.01606,16
2007,LL fishery,Sex combined,16,19,0.0127,16
2008,LL fishery,Sex combined,16,30,0.01958,16
2009,LL fishery,Sex combined,16,74,0.04744,16
2010,LL fishery,Sex combined,16,60,0.03927,16
2011,LL fishery,Sex combined,16,97,0.06617,16
2012,LL fishery,Sex combined,16,74,0.04856,16
2013,LL fishery,Sex combined,16,70,0.05344,16
2014,LL fishery,Sex combined,16,78,0.0583,16
2015,LL fishery,Sex combined,16,52,0.04315,16
2016,LL fishery,Sex combined,16,56,0.03927,16
2017,LL fishery,Sex combined,16,50,0.03521,16
2018,LL fishery,Sex combined,16,38,0.02888,16
2019,LL fishery,Sex combined,16,54,0.04163,16
2020,LL fishery,Sex combined,16,23,0.01776,16
2002,LL survey,Sex combined,16,10,0.01527,16
2003,LL survey,Sex combined,16,16,0.02041,16
2004,LL survey,Sex combined,16,8,0.01081,16
2005,LL survey,Sex combined,16,9,0.01029,16
2006,LL survey,Sex combined,16,23,0.03125,16
2007,LL survey,Sex combined,16,11,0.01419,16
2008,LL survey,Sex combined,16,15,0.02447,16
2009,LL survey,Sex combined,16,20,0.03231,16
2010,LL survey,Sex combined,16,40,0.06612,16
2011,LL survey,Sex combined,16,28,0.04142,16
2012,LL survey,Sex combined,16,23,0.03168,16
2013,LL survey,Sex combined,16,31,0.05784,16
2014,LL survey,Sex combined,16,30,0.05348,16
2015,LL survey,Sex combined,16,15,0.03036,16
2016,LL survey,Sex combined,16,14,0.02523,16
2017,LL survey,Sex combined,16,16,0.0268,16
2018,LL survey,Sex combined,16,18,0.03203,16
2019,LL survey,Sex combined,16,2,0.00428,16
2020,LL survey,Sex combined,16,12,0.01948,16
1997,LL survey,Sex combined,16,14,0.02632,16
1998,LL survey,Sex combined,16,6,0.01695,16
1999,LL survey,Sex combined,16,8,0.02516,16
2000,LL survey,Sex combined,16,7,0.01733,16
2001,LL survey,Sex combined,16,19,0.0427,16
2002,LL fishery,Female,17,46,0.03631,17
2003,LL fishery,Female,17,9,0.00875,17
2004,LL fishery,Female,17,13,0.00842,17
2005,LL fishery,Female,17,19,0.01524,17
2006,LL fishery,Female,17,21,0.01952,17
2007,LL fishery,Female,17,10,0.01014,17
2008,LL fishery,Female,17,15,0.01478,17
2009,LL fishery,Female,17,49,0.04685,17
2010,LL fishery,Female,17,27,0.02755,17
2011,LL fishery,Female,17,48,0.05223,17
2012,LL fishery,Female,17,33,0.03571,17
2013,LL fishery,Female,17,42,0.06402,17
2014,LL fishery,Female,17,40,0.05148,17
2015,LL fishery,Female,17,41,0.05445,17
2016,LL fishery,Female,17,54,0.05844,17
2017,LL fishery,Female,17,30,0.03614,17
2018,LL fishery,Female,17,38,0.04674,17
2019,LL fishery,Female,17,21,0.02609,17
2020,LL fishery,Female,17,11,0.01403,17
2002,LL survey,Female,17,1,0.00332,17
2003,LL survey,Female,17,7,0.01804,17
2004,LL survey,Female,17,4,0.01013,17
2005,LL survey,Female,17,12,0.02367,17
2006,LL survey,Female,17,6,0.01439,17
2007,LL survey,Female,17,2,0.00459,17
2008,LL survey,Female,17,6,0.01765,17
2009,LL survey,Female,17,9,0.02459,17
2010,LL survey,Female,17,13,0.04062,17
2011,LL survey,Female,17,10,0.0274,17
2012,LL survey,Female,17,8,0.01966,17
2013,LL survey,Female,17,10,0.03906,17
2014,LL survey,Female,17,9,0.03147,17
2015,LL survey,Female,17,12,0.04096,17
2016,LL survey,Female,17,9,0.0283,17
2017,LL survey,Female,17,8,0.02305,17
2018,LL survey,Female,17,6,0.01729,17
2019,LL survey,Female,17,3,0.01115,17
2020,LL survey,Female,17,5,0.01326,17
1997,LL survey,Female,17,9,0.03435,17
1998,LL survey,Female,17,8,0.04061,17
1999,LL survey,Female,17,4,0.02685,17
2000,LL survey,Female,17,2,0.00939,17
2001,LL survey,Female,17,5,0.02762,17
2002,LL fishery,Male,17,18,0.01751,17
2003,LL fishery,Male,17,14,0.01823,17
2004,LL fishery,Male,17,7,0.00908,17
2005,LL fishery,Male,17,6,0.01193,17
2006,LL fishery,Male,17,7,0.01157,17
2007,LL fishery,Male,17,7,0.01373,17
2008,LL fishery,Male,17,6,0.01161,17
2009,LL fishery,Male,17,15,0.02918,17
2010,LL fishery,Male,17,10,0.01825,17
2011,LL fishery,Male,17,20,0.03656,17
2012,LL fishery,Male,17,21,0.035,17
2013,LL fishery,Male,17,29,0.04434,17
2014,LL fishery,Male,17,17,0.0303,17
2015,LL fishery,Male,17,26,0.05752,17
2016,LL fishery,Male,17,21,0.04183,17
2017,LL fishery,Male,17,28,0.04746,17
2018,LL fishery,Male,17,18,0.03579,17
2019,LL fishery,Male,17,17,0.03455,17
2020,LL fishery,Male,17,17,0.03327,17
2002,LL survey,Male,17,3,0.00847,17
2003,LL survey,Male,17,5,0.01263,17
2004,LL survey,Male,17,1,0.0029,17
2005,LL survey,Male,17,5,0.01359,17
2006,LL survey,Male,17,9,0.02821,17
2007,LL survey,Male,17,3,0.00885,17
2008,LL survey,Male,17,3,0.01099,17
2009,LL survey,Male,17,6,0.02372,17
2010,LL survey,Male,17,11,0.0386,17
2011,LL survey,Male,17,14,0.04502,17
2012,LL survey,Male,17,9,0.02821,17
2013,LL survey,Male,17,14,0.05,17
2014,LL survey,Male,17,10,0.03636,17
2015,LL survey,Male,17,4,0.0199,17
2016,LL survey,Male,17,8,0.03376,17
2017,LL survey,Male,17,7,0.028,17
2018,LL survey,Male,17,7,0.03256,17
2019,LL survey,Male,17,3,0.01515,17
2020,LL survey,Male,17,5,0.02092,17
1997,LL survey,Male,17,12,0.04444,17
1998,LL survey,Male,17,8,0.05096,17
1999,LL survey,Male,17,5,0.02959,17
2000,LL survey,Male,17,1,0.00524,17
2001,LL survey,Male,17,5,0.01894,17
2002,LL fishery,Sex combined,17,64,0.02789,17
2003,LL fishery,Sex combined,17,23,0.0128,17
2004,LL fishery,Sex combined,17,20,0.00864,17
2005,LL fishery,Sex combined,17,25,0.01429,17
2006,LL fishery,Sex combined,17,28,0.01666,17
2007,LL fishery,Sex combined,17,17,0.01136,17
2008,LL fishery,Sex combined,17,21,0.01371,17
2009,LL fishery,Sex combined,17,64,0.04103,17
2010,LL fishery,Sex combined,17,37,0.02421,17
2011,LL fishery,Sex combined,17,68,0.04638,17
2012,LL fishery,Sex combined,17,54,0.03543,17
2013,LL fishery,Sex combined,17,71,0.0542,17
2014,LL fishery,Sex combined,17,57,0.0426,17
2015,LL fishery,Sex combined,17,67,0.0556,17
2016,LL fishery,Sex combined,17,75,0.05259,17
2017,LL fishery,Sex combined,17,58,0.04085,17
2018,LL fishery,Sex combined,17,56,0.04255,17
2019,LL fishery,Sex combined,17,38,0.0293,17
2020,LL fishery,Sex combined,17,28,0.02162,17
2002,LL survey,Sex combined,17,4,0.00611,17
2003,LL survey,Sex combined,17,12,0.01531,17
2004,LL survey,Sex combined,17,5,0.00676,17
2005,LL survey,Sex combined,17,17,0.01943,17
2006,LL survey,Sex combined,17,15,0.02038,17
2007,LL survey,Sex combined,17,5,0.00645,17
2008,LL survey,Sex combined,17,9,0.01468,17
2009,LL survey,Sex combined,17,15,0.02423,17
2010,LL survey,Sex combined,17,24,0.03967,17
2011,LL survey,Sex combined,17,24,0.0355,17
2012,LL survey,Sex combined,17,17,0.02342,17
2013,LL survey,Sex combined,17,24,0.04478,17
2014,LL survey,Sex combined,17,19,0.03387,17
2015,LL survey,Sex combined,17,16,0.03239,17
2016,LL survey,Sex combined,17,17,0.03063,17
2017,LL survey,Sex combined,17,15,0.02513,17
2018,LL survey,Sex combined,17,13,0.02313,17
2019,LL survey,Sex combined,17,6,0.01285,17
2020,LL survey,Sex combined,17,10,0.01623,17
1997,LL survey,Sex combined,17,21,0.03947,17
1998,LL survey,Sex combined,17,16,0.0452,17
1999,LL survey,Sex combined,17,9,0.0283,17
2000,LL survey,Sex combined,17,3,0.00743,17
2001,LL survey,Sex combined,17,10,0.02247,17
2002,LL fishery,Female,18,23,0.01815,18
2003,LL fishery,Female,18,12,0.01166,18
2004,LL fishery,Female,18,14,0.00907,18
2005,LL fishery,Female,18,11,0.00882,18
2006,LL fishery,Female,18,11,0.01022,18
2007,LL fishery,Female,18,9,0.00913,18
2008,LL fishery,Female,18,16,0.01576,18
2009,LL fishery,Female,18,31,0.02964,18
2010,LL fishery,Female,18,32,0.03265,18
2011,LL fishery,Female,18,42,0.0457,18
2012,LL fishery,Female,18,23,0.02489,18
2013,LL fishery,Female,18,14,0.02134,18
2014,LL fishery,Female,18,21,0.02703,18
2015,LL fishery,Female,18,38,0.05046,18
2016,LL fishery,Female,18,39,0.04221,18
2017,LL fishery,Female,18,38,0.04578,18
2018,LL fishery,Female,18,34,0.04182,18
2019,LL fishery,Female,18,40,0.04969,18
2020,LL fishery,Female,18,21,0.02679,18
2002,LL survey,Female,18,6,0.01993,18
2003,LL survey,Female,18,4,0.01031,18
2004,LL survey,Female,18,3,0.00759,18
2005,LL survey,Female,18,1,0.00197,18
2006,LL survey,Female,18,5,0.01199,18
2007,LL survey,Female,18,3,0.00688,18
2008,LL survey,Female,18,8,0.02353,18
2009,LL survey,Female,18,1,0.00273,18
2010,LL survey,Female,18,11,0.03438,18
2011,LL survey,Female,18,11,0.03014,18
2012,LL survey,Female,18,5,0.01229,18
2013,LL survey,Female,18,7,0.02734,18
2014,LL survey,Female,18,2,0.00699,18
2015,LL survey,Female,18,6,0.02048,18
2016,LL survey,Female,18,7,0.02201,18
2017,LL survey,Female,18,15,0.04323,18
2018,LL survey,Female,18,4,0.01153,18
2019,LL survey,Female,18,5,0.01859,18
2020,LL survey,Female,18,6,0.01592,18
1997,LL survey,Female,18,9,0.03435,18
1998,LL survey,Female,18,14,0.07107,18
1999,LL survey,Female,18,2,0.01342,18
2000,LL survey,Female,18,2,0.00939,18
2001,LL survey,Female,18,3,0.01657,18
2002,LL fishery,Male,18,17,0.01654,18
2003,LL fishery,Male,18,9,0.01172,18
2004,LL fishery,Male,18,7,0.00908,18
2005,LL fishery,Male,18,1,0.00199,18
2006,LL fishery,Male,18,11,0.01818,18
2007,LL fishery,Male,18,15,0.02941,18
2008,LL fishery,Male,18,5,0.00967,18
2009,LL fishery,Male,18,18,0.03502,18
2010,LL fishery,Male,18,8,0.0146,18
2011,LL fishery,Male,18,19,0.03473,18
2012,LL fishery,Male,18,15,0.025,18
2013,LL fishery,Male,18,15,0.02294,18
2014,LL fishery,Male,18,20,0.03565,18
2015,LL fishery,Male,18,20,0.04425,18
2016,LL fishery,Male,18,25,0.0498,18
2017,LL fishery,Male,18,30,0.05085,18
2018,LL fishery,Male,18,20,0.03976,18
2019,LL fishery,Male,18,18,0.03659,18
2020,LL fishery,Male,18,15,0.02935,18
2002,LL survey,Male,18,6,0.01695,18
2003,LL survey,Male,18,4,0.0101,18
2004,LL survey,Male,18,5,0.01449,18
2005,LL survey,Male,18,3,0.00815,18
2006,LL survey,Male,18,4,0.01254,18
2007,LL survey,Male,18,5,0.01475,18
2008,LL survey,Male,18,7,0.02564,18
2009,LL survey,Male,18,1,0.00395,18
2010,LL survey,Male,18,4,0.01404,18
2011,LL survey,Male,18,7,0.02251,18
2012,LL survey,Male,18,1,0.00313,18
2013,LL survey,Male,18,8,0.02857,18
2014,LL survey,Male,18,3,0.01091,18
2015,LL survey,Male,18,5,0.02488,18
2016,LL survey,Male,18,3,0.01266,18
2017,LL survey,Male,18,7,0.028,18
2018,LL survey,Male,18,4,0.0186,18
2019,LL survey,Male,18,3,0.01515,18
2020,LL survey,Male,18,3,0.01255,18
1997,LL survey,Male,18,10,0.03704,18
1998,LL survey,Male,18,8,0.05096,18
1999,LL survey,Male,18,6,0.0355,18
2000,LL survey,Male,18,1,0.00524,18
2001,LL survey,Male,18,9,0.03409,18
2002,LL fishery,Sex combined,18,40,0.01743,18
2003,LL fishery,Sex combined,18,21,0.01169,18
2004,LL fishery,Sex combined,18,21,0.00907,18
2005,LL fishery,Sex combined,18,12,0.00686,18
2006,LL fishery,Sex combined,18,22,0.01309,18
2007,LL fishery,Sex combined,18,24,0.01604,18
2008,LL fishery,Sex combined,18,21,0.01371,18
2009,LL fishery,Sex combined,18,49,0.03141,18
2010,LL fishery,Sex combined,18,40,0.02618,18
2011,LL fishery,Sex combined,18,61,0.04161,18
2012,LL fishery,Sex combined,18,38,0.02493,18
2013,LL fishery,Sex combined,18,29,0.02214,18
2014,LL fishery,Sex combined,18,41,0.03064,18
2015,LL fishery,Sex combined,18,58,0.04813,18
2016,LL fishery,Sex combined,18,64,0.04488,18
2017,LL fishery,Sex combined,18,68,0.04789,18
2018,LL fishery,Sex combined,18,54,0.04103,18
2019,LL fishery,Sex combined,18,58,0.04472,18
2020,LL fishery,Sex combined,18,36,0.0278,18
2002,LL survey,Sex combined,18,12,0.01832,18
2003,LL survey,Sex combined,18,8,0.0102,18
2004,LL survey,Sex combined,18,8,0.01081,18
2005,LL survey,Sex combined,18,4,0.00457,18
2006,LL survey,Sex combined,18,9,0.01223,18
2007,LL survey,Sex combined,18,8,0.01032,18
2008,LL survey,Sex combined,18,15,0.02447,18
2009,LL survey,Sex combined,18,2,0.00323,18
2010,LL survey,Sex combined,18,15,0.02479,18
2011,LL survey,Sex combined,18,18,0.02663,18
2012,LL survey,Sex combined,18,6,0.00826,18
2013,LL survey,Sex combined,18,15,0.02799,18
2014,LL survey,Sex combined,18,5,0.00891,18
2015,LL survey,Sex combined,18,11,0.02227,18
2016,LL survey,Sex combined,18,10,0.01802,18
2017,LL survey,Sex combined,18,22,0.03685,18
2018,LL survey,Sex combined,18,8,0.01423,18
2019,LL survey,Sex combined,18,8,0.01713,18
2020,LL survey,Sex combined,18,9,0.01461,18
1997,LL survey,Sex combined,18,19,0.03571,18
1998,LL survey,Sex combined,18,22,0.06215,18
1999,LL survey,Sex combined,18,8,0.02516,18
2000,LL survey,Sex combined,18,3,0.00743,18
2001,LL survey,Sex combined,18,12,0.02697,18
2002,LL fishery,Female,19,24,0.01894,19
2003,LL fishery,Female,19,16,0.01555,19
2004,LL fishery,Female,19,12,0.00777,19
2005,LL fishery,Female,19,19,0.01524,19
2006,LL fishery,Female,19,13,0.01208,19
2007,LL fishery,Female,19,15,0.01521,19
2008,LL fishery,Female,19,11,0.01084,19
2009,LL fishery,Female,19,26,0.02486,19
2010,LL fishery,Female,19,13,0.01327,19
2011,LL fishery,Female,19,33,0.03591,19
2012,LL fishery,Female,19,22,0.02381,19
2013,LL fishery,Female,19,15,0.02287,19
2014,LL fishery,Female,19,30,0.03861,19
2015,LL fishery,Female,19,24,0.03187,19
2016,LL fishery,Female,19,41,0.04437,19
2017,LL fishery,Female,19,40,0.04819,19
2018,LL fishery,Female,19,54,0.06642,19
2019,LL fishery,Female,19,26,0.0323,19
2020,LL fishery,Female,19,18,0.02296,19
2002,LL survey,Female,19,8,0.02658,19
2003,LL survey,Female,19,2,0.00515,19
2004,LL survey,Female,19,2,0.00506,19
2005,LL survey,Female,19,5,0.00986,19
2006,LL survey,Female,19,8,0.01918,19
2007,LL survey,Female,19,3,0.00688,19
2008,LL survey,Female,19,2,0.00588,19
2009,LL survey,Female,19,7,0.01913,19
2010,LL survey,Female,19,4,0.0125,19
2011,LL survey,Female,19,3,0.00822,19
2012,LL survey,Female,19,7,0.0172,19
2013,LL survey,Female,19,4,0.01562,19
2014,LL survey,Female,19,6,0.02098,19
2015,LL survey,Female,19,7,0.02389,19
2016,LL survey,Female,19,3,0.00943,19
2017,LL survey,Female,19,6,0.01729,19
2018,LL survey,Female,19,6,0.01729,19
2019,LL survey,Female,19,2,0.00743,19
2020,LL survey,Female,19,7,0.01857,19
1997,LL survey,Female,19,6,0.0229,19
1998,LL survey,Female,19,10,0.05076,19
1999,LL survey,Female,19,5,0.03356,19
2000,LL survey,Female,19,3,0.01408,19
2001,LL survey,Female,19,7,0.03867,19
2002,LL fishery,Male,19,17,0.01654,19
2003,LL fishery,Male,19,9,0.01172,19
2004,LL fishery,Male,19,15,0.01946,19
2005,LL fishery,Male,19,6,0.01193,19
2006,LL fishery,Male,19,14,0.02314,19
2007,LL fishery,Male,19,10,0.01961,19
2008,LL fishery,Male,19,7,0.01354,19
2009,LL fishery,Male,19,12,0.02335,19
2010,LL fishery,Male,19,6,0.01095,19
2011,LL fishery,Male,19,19,0.03473,19
2012,LL fishery,Male,19,11,0.01833,19
2013,LL fishery,Male,19,14,0.02141,19
2014,LL fishery,Male,19,12,0.02139,19
2015,LL fishery,Male,19,12,0.02655,19
2016,LL fishery,Male,19,15,0.02988,19
2017,LL fishery,Male,19,30,0.05085,19
2018,LL fishery,Male,19,21,0.04175,19
2019,LL fishery,Male,19,20,0.04065,19
2020,LL fishery,Male,19,14,0.0274,19
2002,LL survey,Male,19,7,0.01977,19
2003,LL survey,Male,19,3,0.00758,19
2004,LL survey,Male,19,4,0.01159,19
2005,LL survey,Male,19,3,0.00815,19
2006,LL survey,Male,19,5,0.01567,19
2007,LL survey,Male,19,3,0.00885,19
2008,LL survey,Male,19,5,0.01832,19
2009,LL survey,Male,19,5,0.01976,19
2010,LL survey,Male,19,9,0.03158,19
2011,LL survey,Male,19,4,0.01286,19
2012,LL survey,Male,19,8,0.02508,19
2013,LL survey,Male,19,0,0,19
2014,LL survey,Male,19,6,0.02182,19
2015,LL survey,Male,19,1,0.00498,19
2016,LL survey,Male,19,7,0.02954,19
2017,LL survey,Male,19,6,0.024,19
2018,LL survey,Male,19,3,0.01395,19
2019,LL survey,Male,19,4,0.0202,19
2020,LL survey,Male,19,5,0.02092,19
1997,LL survey,Male,19,15,0.05556,19
1998,LL survey,Male,19,5,0.03185,19
1999,LL survey,Male,19,4,0.02367,19
2000,LL survey,Male,19,2,0.01047,19
2001,LL survey,Male,19,11,0.04167,19
2002,LL fishery,Sex combined,19,41,0.01786,19
2003,LL fishery,Sex combined,19,25,0.01391,19
2004,LL fishery,Sex combined,19,27,0.01166,19
2005,LL fishery,Sex combined,19,25,0.01429,19
2006,LL fishery,Sex combined,19,27,0.01606,19
2007,LL fishery,Sex combined,19,25,0.01671,19
2008,LL fishery,Sex combined,19,18,0.01175,19
2009,LL fishery,Sex combined,19,38,0.02436,19
2010,LL fishery,Sex combined,19,19,0.01243,19
2011,LL fishery,Sex combined,19,52,0.03547,19
2012,LL fishery,Sex combined,19,33,0.02165,19
2013,LL fishery,Sex combined,19,29,0.02214,19
2014,LL fishery,Sex combined,19,42,0.03139,19
2015,LL fishery,Sex combined,19,36,0.02988,19
2016,LL fishery,Sex combined,19,56,0.03927,19
2017,LL fishery,Sex combined,19,70,0.0493,19
2018,LL fishery,Sex combined,19,75,0.05699,19
2019,LL fishery,Sex combined,19,46,0.03547,19
2020,LL fishery,Sex combined,19,32,0.02471,19
2002,LL survey,Sex combined,19,15,0.0229,19
2003,LL survey,Sex combined,19,5,0.00638,19
2004,LL survey,Sex combined,19,6,0.00811,19
2005,LL survey,Sex combined,19,8,0.00914,19
2006,LL survey,Sex combined,19,13,0.01766,19
2007,LL survey,Sex combined,19,6,0.00774,19
2008,LL survey,Sex combined,19,7,0.01142,19
2009,LL survey,Sex combined,19,12,0.01939,19
2010,LL survey,Sex combined,19,13,0.02149,19
2011,LL survey,Sex combined,19,7,0.01036,19
2012,LL survey,Sex combined,19,15,0.02066,19
2013,LL survey,Sex combined,19,4,0.00746,19
2014,LL survey,Sex combined,19,12,0.02139,19
2015,LL survey,Sex combined,19,8,0.01619,19
2016,LL survey,Sex combined,19,10,0.01802,19
2017,LL survey,Sex combined,19,12,0.0201,19
2018,LL survey,Sex combined,19,9,0.01601,19
2019,LL survey,Sex combined,19,6,0.01285,19
2020,LL survey,Sex combined,19,12,0.01948,19
1997,LL survey,Sex combined,19,21,0.03947,19
1998,LL survey,Sex combined,19,15,0.04237,19
1999,LL survey,Sex combined,19,9,0.0283,19
2000,LL survey,Sex combined,19,5,0.01238,19
2001,LL survey,Sex combined,19,18,0.04045,19
2002,LL fishery,Female,20,19,0.015,20
2003,LL fishery,Female,20,13,0.01263,20
2004,LL fishery,Female,20,19,0.01231,20
2005,LL fishery,Female,20,11,0.00882,20
2006,LL fishery,Female,20,13,0.01208,20
2007,LL fishery,Female,20,5,0.00507,20
2008,LL fishery,Female,20,8,0.00788,20
2009,LL fishery,Female,20,26,0.02486,20
2010,LL fishery,Female,20,10,0.0102,20
2011,LL fishery,Female,20,23,0.02503,20
2012,LL fishery,Female,20,15,0.01623,20
2013,LL fishery,Female,20,16,0.02439,20
2014,LL fishery,Female,20,9,0.01158,20
2015,LL fishery,Female,20,24,0.03187,20
2016,LL fishery,Female,20,35,0.03788,20
2017,LL fishery,Female,20,37,0.04458,20
2018,LL fishery,Female,20,41,0.05043,20
2019,LL fishery,Female,20,35,0.04348,20
2020,LL fishery,Female,20,16,0.02041,20
2002,LL survey,Female,20,2,0.00664,20
2003,LL survey,Female,20,8,0.02062,20
2004,LL survey,Female,20,3,0.00759,20
2005,LL survey,Female,20,5,0.00986,20
2006,LL survey,Female,20,5,0.01199,20
2007,LL survey,Female,20,5,0.01147,20
2008,LL survey,Female,20,5,0.01471,20
2009,LL survey,Female,20,2,0.00546,20
2010,LL survey,Female,20,4,0.0125,20
2011,LL survey,Female,20,4,0.01096,20
2012,LL survey,Female,20,4,0.00983,20
2013,LL survey,Female,20,3,0.01172,20
2014,LL survey,Female,20,5,0.01748,20
2015,LL survey,Female,20,7,0.02389,20
2016,LL survey,Female,20,8,0.02516,20
2017,LL survey,Female,20,6,0.01729,20
2018,LL survey,Female,20,7,0.02017,20
2019,LL survey,Female,20,4,0.01487,20
2020,LL survey,Female,20,0,0,20
1997,LL survey,Female,20,21,0.08015,20
1998,LL survey,Female,20,3,0.01523,20
1999,LL survey,Female,20,5,0.03356,20
2000,LL survey,Female,20,3,0.01408,20
2001,LL survey,Female,20,5,0.02762,20
2002,LL fishery,Male,20,16,0.01556,20
2003,LL fishery,Male,20,19,0.02474,20
2004,LL fishery,Male,20,5,0.00649,20
2005,LL fishery,Male,20,7,0.01392,20
2006,LL fishery,Male,20,10,0.01653,20
2007,LL fishery,Male,20,7,0.01373,20
2008,LL fishery,Male,20,5,0.00967,20
2009,LL fishery,Male,20,7,0.01362,20
2010,LL fishery,Male,20,7,0.01277,20
2011,LL fishery,Male,20,16,0.02925,20
2012,LL fishery,Male,20,7,0.01167,20
2013,LL fishery,Male,20,16,0.02446,20
2014,LL fishery,Male,20,7,0.01248,20
2015,LL fishery,Male,20,22,0.04867,20
2016,LL fishery,Male,20,16,0.03187,20
2017,LL fishery,Male,20,29,0.04915,20
2018,LL fishery,Male,20,17,0.0338,20
2019,LL fishery,Male,20,22,0.04472,20
2020,LL fishery,Male,20,14,0.0274,20
2002,LL survey,Male,20,6,0.01695,20
2003,LL survey,Male,20,8,0.0202,20
2004,LL survey,Male,20,4,0.01159,20
2005,LL survey,Male,20,3,0.00815,20
2006,LL survey,Male,20,4,0.01254,20
2007,LL survey,Male,20,4,0.0118,20
2008,LL survey,Male,20,3,0.01099,20
2009,LL survey,Male,20,4,0.01581,20
2010,LL survey,Male,20,6,0.02105,20
2011,LL survey,Male,20,3,0.00965,20
2012,LL survey,Male,20,6,0.01881,20
2013,LL survey,Male,20,7,0.025,20
2014,LL survey,Male,20,5,0.01818,20
2015,LL survey,Male,20,2,0.00995,20
